ID	Gene	d2.1_1	d2.2_1	d2.3_1	d30.1_1	d30.2_1	d30.3_1
P293_Non_target_peg45	P293_Non_target_peg45	2464	2549	429	3757	1783	5271
P294_Non_target_peg46	P294_Non_target_peg46	1013	2369	907	2777	1819	2144
P295_Non_target_peg47	P295_Non_target_peg47	2103	1729	728	3528	3295	4107
P296_Non_target_peg48	P296_Non_target_peg48	819	950	315	802	111	4677
P297_Non_target_peg49	P297_Non_target_peg49	2498	2485	506	6336	2690	5386
P298_Non_target_peg50	P298_Non_target_peg50	966	1523	183	2235	2325	903
P299_Non_target_peg51	P299_Non_target_peg51	1163	3675	545	4237	1700	9065
P300_Non_target_peg52	P300_Non_target_peg52	2162	3185	718	5138	1848	5418
P301_Non_target_peg53	P301_Non_target_peg53	2158	3213	1603	9141	3978	2504
P302_Non_target_peg54	P302_Non_target_peg54	0	0	0	0	0	0
P303_Non_target_peg55	P303_Non_target_peg55	8862	6652	2446	10714	7801	6108
P304_Non_target_peg56	P304_Non_target_peg56	1125	1323	222	1570	3558	1360
P305_Non_target_peg57	P305_Non_target_peg57	1368	2231	521	4440	2743	2872
P306_Non_target_peg58	P306_Non_target_peg58	2825	3352	1347	6865	9016	4214
P307_Non_target_peg59	P307_Non_target_peg59	2926	8808	2601	8381	8313	9214
P308_Non_target_peg60	P308_Non_target_peg60	1974	2080	236	3497	2184	2066
P309_Non_target_peg61	P309_Non_target_peg61	1806	2511	377	4866	4251	2794
P310_Non_target_peg62	P310_Non_target_peg62	969	2192	1019	3654	4895	3238
P311_Non_target_peg63	P311_Non_target_peg63	2525	3300	500	6376	4260	3929
P312_Non_target_peg64	P312_Non_target_peg64	6346	4347	578	5227	4850	5467
P313_Non_target_peg65	P313_Non_target_peg65	5991	7318	1376	9724	7563	7065
P314_Non_target_peg66	P314_Non_target_peg66	1622	3705	577	5091	3183	4049
P315_Non_target_peg67	P315_Non_target_peg67	5578	7552	1409	8875	6168	6245
P316_Non_target_peg68	P316_Non_target_peg68	1113	1563	527	1589	2423	3522
P317_Non_target_peg69	P317_Non_target_peg69	1578	4085	841	5205	3684	3932
P318_Non_target_peg70	P318_Non_target_peg70	1565	5279	1250	6104	4841	5359
P319_Non_target_peg71	P319_Non_target_peg71	1937	2255	621	3947	3254	2899
P320_Non_target_peg72	P320_Non_target_peg72	2975	3494	977	6813	9303	4124
P321_Non_target_peg73	P321_Non_target_peg73	2953	4154	852	6479	7191	4283
P322_Non_target_peg75	P322_Non_target_peg75	2837	5945	997	7999	7117	5752
P323_Non_target_peg76	P323_Non_target_peg76	1556	3133	326	4458	2657	2712
P324_Non_target_peg77	P324_Non_target_peg77	68	110	16	766	0	874
P325_Non_target_peg78	P325_Non_target_peg78	482	362	355	1770	1274	593
P326_Non_target_peg79	P326_Non_target_peg79	2353	4719	581	7254	2196	3198
P327_Non_target_peg80	P327_Non_target_peg80	38951	6744	1482	12574	12313	7958
P328_Non_target_peg81	P328_Non_target_peg81	1500	2402	575	6925	5767	3131
P329_Non_target_peg82	P329_Non_target_peg82	959	315	78	1894	2310	3081
P330_Non_target_peg83	P330_Non_target_peg83	2979	2991	598	5359	4577	4979
P331_Non_target_peg84	P331_Non_target_peg84	411	1619	483	1639	1710	805
P332_Non_target_peg85	P332_Non_target_peg85	6381	9522	971	7929	7425	6569
P333_Non_target_peg86	P333_Non_target_peg86	3921	5882	1060	8454	5144	6269
P334_Non_target_peg87	P334_Non_target_peg87	123	464	6	828	0	125
P335_Non_target_peg88	P335_Non_target_peg88	1134	3138	642	4494	3399	2731
P336_Non_target_peg89	P336_Non_target_peg89	454	380	30	1565	1108	1511
P337_Non_target_peg90	P337_Non_target_peg90	791	2292	371	4054	1537	2623
P338_Non_target_peg91	P338_Non_target_peg91	1681	1357	196	2682	2232	2588
P339_Non_target_peg92	P339_Non_target_peg92	3174	2296	490	7038	3652	4250
P340_Non_target_peg93	P340_Non_target_peg93	1000	2770	292	4184	4919	3683
P341_Non_target_peg95	P341_Non_target_peg95	1632	3503	912	5096	3394	2769
P342_Non_target_peg96	P342_Non_target_peg96	4203	2011	369	2277	2235	1598
P343_Non_target_peg97	P343_Non_target_peg97	2289	4392	1200	4751	4041	4242
P344_Non_target_peg98	P344_Non_target_peg98	150	292	98	990	627	369
P345_Non_target_peg99	P345_Non_target_peg99	811	1237	451	2355	282	523
P346_Non_target_peg100	P346_Non_target_peg100	2339	2926	463	4000	5472	4747
P347_Non_target_peg101	P347_Non_target_peg101	1030	3177	1058	3651	3015	1866
P348_Non_target_peg102	P348_Non_target_peg102	1734	6270	516	5020	6584	3253
P349_Non_target_peg103	P349_Non_target_peg103	3025	2432	685	6963	3909	3539
P350_Non_target_peg104	P350_Non_target_peg104	2337	5392	489	6432	6278	7069
P351_Non_target_peg105	P351_Non_target_peg105	1731	5190	587	4967	872	2515
P352_Non_target_peg106	P352_Non_target_peg106	701	1405	239	1504	810	853
P353_Non_target_peg107	P353_Non_target_peg107	750	845	813	3475	2885	1834
P354_Non_target_peg108	P354_Non_target_peg108	1349	1367	483	2583	1308	2060
P355_Non_target_peg109	P355_Non_target_peg109	5403	4844	370	4424	2838	3769
P356_Non_target_peg110	P356_Non_target_peg110	1606	3098	321	3383	2906	4753
P357_Non_target_peg111	P357_Non_target_peg111	4822	2362	439	4137	3845	2860
P358_Non_target_peg112	P358_Non_target_peg112	2437	2824	305	4523	3539	2737
P359_Non_target_peg113	P359_Non_target_peg113	1589	2696	106	5899	1491	1505
P360_Non_target_peg114	P360_Non_target_peg114	1122	1170	222	1893	2264	2179
P361_Non_target_peg115	P361_Non_target_peg115	1115	1426	349	3057	1341	3807
P362_Non_target_peg116	P362_Non_target_peg116	509	1304	248	1219	1370	885
P363_Non_target_peg117	P363_Non_target_peg117	482	613	118	1271	2143	1680
P364_Non_target_peg118	P364_Non_target_peg118	2182	2959	334	4069	3079	3323
P365_Non_target_peg119	P365_Non_target_peg119	1275	2359	478	2024	1804	2034
P366_Non_target_peg120	P366_Non_target_peg120	2254	4461	516	3692	2800	3531
P367_Non_target_peg121	P367_Non_target_peg121	1210	2755	1557	3042	3494	4275
P368_Non_target_peg122	P368_Non_target_peg122	2663	3981	962	8617	8059	6560
P369_Non_target_peg123	P369_Non_target_peg123	1753	1801	548	5576	3200	2632
P370_Non_target_peg124	P370_Non_target_peg124	301	825	133	1602	1103	1769
P371_Non_target_peg125	P371_Non_target_peg125	2808	4427	335	4850	6257	4247
P372_Non_target_peg126	P372_Non_target_peg126	1638	2879	633	5488	8468	3664
P373_Non_target_peg127	P373_Non_target_peg127	1180	4611	565	4834	843	2626
P374_Non_target_peg128	P374_Non_target_peg128	2087	5312	905	4190	3762	3370
P375_Non_target_peg129	P375_Non_target_peg129	495	1748	391	1929	1021	1486
P376_Non_target_peg130	P376_Non_target_peg130	449	2355	222	2293	732	1733
P377_Non_target_peg131	P377_Non_target_peg131	1435	3000	461	4637	4474	2325
P378_Non_target_peg132	P378_Non_target_peg132	2668	3585	648	10440	6770	4232
P379_Non_target_peg133	P379_Non_target_peg133	2954	5157	718	6928	6585	6834
P380_Non_target_peg134	P380_Non_target_peg134	1093	2125	544	3105	2853	2349
P381_Non_target_peg135	P381_Non_target_peg135	5167	5821	317	2726	3644	2146
P382_Non_target_peg136	P382_Non_target_peg136	4296	4829	725	3447	1853	2257
P383_Non_target_peg137	P383_Non_target_peg137	992	1355	467	6915	1734	2375
P384_Non_target_peg138	P384_Non_target_peg138	1758	4033	996	7799	1629	4527
P385_Non_target_peg139	P385_Non_target_peg139	997	2415	142	1808	1773	1112
P386_Non_target_peg140	P386_Non_target_peg140	383	1324	221	1996	4421	1535
P387_Non_target_peg141	P387_Non_target_peg141	1716	5430	643	4990	1603	4871
P388_Non_target_peg142	P388_Non_target_peg142	894	3167	336	2871	2872	2339
P389_Non_target_peg143	P389_Non_target_peg143	514	1341	57	1591	1816	2033
P390_Non_target_peg144	P390_Non_target_peg144	988	2688	403	4893	1747	2771
P391_Non_target_peg145	P391_Non_target_peg145	1379	1108	300	1165	1878	972
P392_Non_target_peg146	P392_Non_target_peg146	1743	4556	1132	3962	4981	3310
P393_Non_target_peg147	P393_Non_target_peg147	1467	5452	400	5547	7115	6634
P394_Non_target_peg148	P394_Non_target_peg148	771	1373	546	3137	2380	1312
P395_Non_target_peg149	P395_Non_target_peg149	753	525	243	936	2453	2965
P396_Non_target_peg150	P396_Non_target_peg150	5695	2188	812	4871	1782	3226
P397_Non_target_peg151	P397_Non_target_peg151	4573	6053	1307	9078	8495	6358
P398_Non_target_peg152	P398_Non_target_peg152	3223	4075	1358	8733	6956	7468
P399_Non_target_peg153	P399_Non_target_peg153	1586	3117	739	4471	2739	4184
P400_Non_target_peg154	P400_Non_target_peg154	2524	5958	1856	8134	4275	7634
P401_Non_target_peg155	P401_Non_target_peg155	1041	4369	794	2193	2240	2064
P402_Non_target_peg156	P402_Non_target_peg156	1707	3682	1013	6749	5027	4431
P403_Non_target_peg157	P403_Non_target_peg157	1629	4134	785	7787	3653	3369
P404_Non_target_peg158	P404_Non_target_peg158	5581	1723	321	5216	1364	4176
P405_Non_target_peg159	P405_Non_target_peg159	1969	3758	516	4855	4874	2944
P406_Non_target_peg160	P406_Non_target_peg160	1857	2520	380	4464	2712	1907
P407_Non_target_peg161	P407_Non_target_peg161	2069	2839	1105	7372	4769	8269
P408_Non_target_peg162	P408_Non_target_peg162	559	2563	352	2806	2202	2658
P409_Non_target_peg163	P409_Non_target_peg163	1385	3230	316	2937	3533	3557
P410_Non_target_peg164	P410_Non_target_peg164	2314	3358	409	5041	4014	5313
P411_Non_target_peg165	P411_Non_target_peg165	957	4010	343	4184	1838	1607
P412_Non_target_peg166	P412_Non_target_peg166	3982	1176	180	6396	1834	2007
P413_Non_target_peg167	P413_Non_target_peg167	3195	2787	824	6356	6635	7307
P414_Non_target_peg168	P414_Non_target_peg168	2406	2429	276	3626	1486	4181
P415_Non_target_peg169	P415_Non_target_peg169	2455	6067	593	6636	3850	5734
P416_Non_target_peg170	P416_Non_target_peg170	865	1214	112	2133	1157	1590
P417_Non_target_peg171	P417_Non_target_peg171	177	452	393	840	1251	505
P418_Non_target_peg172	P418_Non_target_peg172	1515	3175	242	4058	2982	4172
P419_Non_target_peg173	P419_Non_target_peg173	798	898	685	1323	66	1783
P420_Non_target_peg174	P420_Non_target_peg174	2329	3899	593	8950	3235	3651
P421_Non_target_peg175	P421_Non_target_peg175	2253	6302	694	6525	4799	6823
P422_Non_target_peg176	P422_Non_target_peg176	262	1054	124	2577	515	1087
P423_Non_target_peg177	P423_Non_target_peg177	1870	935	247	2831	994	1120
P424_Non_target_peg178	P424_Non_target_peg178	1704	3439	540	6199	4490	1911
P425_Non_target_peg179	P425_Non_target_peg179	3144	4169	849	8875	3424	6235
P426_Non_target_peg180	P426_Non_target_peg180	629	2584	707	2983	1735	3050
P427_Non_target_peg181	P427_Non_target_peg181	2318	4175	389	5594	4863	5246
P428_Non_target_peg182	P428_Non_target_peg182	798	531	169	2541	1269	1839
P429_Non_target_peg183	P429_Non_target_peg183	136	164	20	416	326	166
P430_Non_target_peg184	P430_Non_target_peg184	545	2120	145	3909	2870	1494
P431_Non_target_peg185	P431_Non_target_peg185	1833	2567	466	3703	3508	3187
P432_Non_target_peg186	P432_Non_target_peg186	2974	4124	710	7913	4083	5842
P433_Non_target_peg187	P433_Non_target_peg187	1900	1530	757	4654	4005	5223
P434_Non_target_peg188	P434_Non_target_peg188	2925	10079	1636	10267	8092	12801
P435_Non_target_peg189	P435_Non_target_peg189	2893	3594	746	6241	6611	4113
P436_Non_target_peg190	P436_Non_target_peg190	2085	2194	281	4397	2453	4217
P437_Non_target_peg191	P437_Non_target_peg191	7982	8192	965	13121	12402	8488
P438_Non_target_peg192	P438_Non_target_peg192	3837	4799	662	8210	6549	8949
P439_Non_target_peg193	P439_Non_target_peg193	1589	3201	332	6215	2101	3639
P440_Non_target_peg194	P440_Non_target_peg194	3178	3171	1154	8411	5485	3679
P441_Non_target_peg195	P441_Non_target_peg195	4159	3993	434	1907	1831	1896
P442_Non_target_peg196	P442_Non_target_peg196	4136	4976	978	9793	6258	9563
P443_Non_target_peg197	P443_Non_target_peg197	6645	11591	4124	16913	18586	11260
P444_Non_target_peg198	P444_Non_target_peg198	7066	5569	688	6489	4756	5381
P445_Non_target_peg199	P445_Non_target_peg199	773	1302	115	1735	1688	1659
P446_Non_target_peg200	P446_Non_target_peg200	2111	1565	233	1854	1711	2691
P447_Non_target_peg201	P447_Non_target_peg201	1264	1356	955	5176	4116	2314
P448_Non_target_peg202	P448_Non_target_peg202	442	1299	102	1083	1838	351
P449_Non_target_peg203	P449_Non_target_peg203	1000	1560	171	2764	3226	2139
P450_Non_target_peg204	P450_Non_target_peg204	6935	2709	586	3993	1713	3998
P451_Non_target_peg205	P451_Non_target_peg205	2996	8912	888	9927	9143	7919
P452_Non_target_peg206	P452_Non_target_peg206	3608	5618	835	7610	2371	3370
P453_Non_target_peg207	P453_Non_target_peg207	289	428	86	670	423	392
P454_Non_target_peg208	P454_Non_target_peg208	1368	2637	469	4672	1780	2280
P455_Non_target_peg209	P455_Non_target_peg209	1969	3309	635	6045	952	4354
P456_Non_target_peg210	P456_Non_target_peg210	3688	6168	980	8459	6733	7179
P457_Non_target_peg211	P457_Non_target_peg211	4836	5675	4226	10891	9268	4524
P458_Non_target_peg212	P458_Non_target_peg212	1462	3815	655	4538	2589	5061
P459_Non_target_peg213	P459_Non_target_peg213	2363	4022	1731	9057	3944	6708
P460_Non_target_peg214	P460_Non_target_peg214	2635	3836	492	6709	4187	3466
P461_Non_target_peg215	P461_Non_target_peg215	2974	3727	475	6968	5221	6852
P462_Non_target_peg216	P462_Non_target_peg216	3113	4261	1025	8210	3889	10385
P463_Non_target_peg217	P463_Non_target_peg217	1168	1934	74	1070	741	989
P464_Non_target_peg218	P464_Non_target_peg218	4101	5444	1038	11353	6961	6123
P465_Non_target_peg219	P465_Non_target_peg219	1820	3122	350	7640	2889	2145
P466_Non_target_peg220	P466_Non_target_peg220	1831	3358	433	4687	2654	1634
P467_Non_target_peg221	P467_Non_target_peg221	4807	7716	1874	9742	13909	9975
P468_Non_target_peg222	P468_Non_target_peg222	2507	5014	598	8375	5150	3619
P469_Non_target_peg223	P469_Non_target_peg223	239	493	251	928	676	637
P470_Non_target_peg224	P470_Non_target_peg224	1914	4016	290	3114	3848	2961
P471_Non_target_peg225	P471_Non_target_peg225	2195	6371	1625	7028	5711	6921
P472_Non_target_peg226	P472_Non_target_peg226	463	1357	519	1804	522	1318
P473_Non_target_peg227	P473_Non_target_peg227	991	2358	240	1171	1531	3238
P474_Non_target_peg228	P474_Non_target_peg228	5127	4042	1310	8160	4724	4134
P475_Non_target_peg229	P475_Non_target_peg229	790	2132	301	3291	1665	2966
P476_Non_target_peg230	P476_Non_target_peg230	4799	6951	780	15405	6222	10285
P477_Non_target_peg231	P477_Non_target_peg231	333	417	64	1839	659	846
P478_Non_target_peg232	P478_Non_target_peg232	2235	3965	655	7706	4789	6928
P479_Non_target_peg233	P479_Non_target_peg233	4448	7875	2482	11821	8170	9561
P480_Non_target_peg234	P480_Non_target_peg234	2052	2803	715	6190	5122	6773
P481_Non_target_peg235	P481_Non_target_peg235	5232	3520	990	6347	3429	8780
P482_Non_target_peg236	P482_Non_target_peg236	1487	1537	180	3078	1070	9132
P483_Non_target_peg237	P483_Non_target_peg237	574	3260	311	2451	2094	1462
P484_Non_target_peg238	P484_Non_target_peg238	2840	4080	1450	7038	7909	7136
P485_Non_target_peg239	P485_Non_target_peg239	969	669	193	1196	751	2235
P486_Non_target_peg240	P486_Non_target_peg240	1492	3792	480	7230	4925	5311
P487_Non_target_peg241	P487_Non_target_peg241	1908	2091	278	3536	2755	2181
P488_Non_target_peg242	P488_Non_target_peg242	3036	6756	574	7032	5084	5624
P489_Non_target_peg243	P489_Non_target_peg243	4876	5912	1105	8452	6609	4606
P490_Non_target_peg244	P490_Non_target_peg244	1857	3704	425	4651	3064	3907
P491_Non_target_peg245	P491_Non_target_peg245	1729	4858	1044	8467	10879	2910
P492_Non_target_peg246	P492_Non_target_peg246	1564	1672	196	3332	6467	1556
P493_Non_target_peg247	P493_Non_target_peg247	9359	14336	4068	22805	14806	19112
P494_Non_target_peg248	P494_Non_target_peg248	1914	2891	382	4311	3087	3016
P495_Non_target_peg249	P495_Non_target_peg249	6593	8281	1045	15722	9379	9784
P496_Non_target_peg250	P496_Non_target_peg250	1315	4375	799	5732	2218	3115
P497_enhancer_mutagenesis_0_GtoA	enhancer_mutagenesis_0_GtoA	2172	2360	652	3815	2371	1540
P498_enhancer_mutagenesis_0_GtoT	enhancer_mutagenesis_0_GtoT	3959	8107	1588	8677	6218	14348
P499_enhancer_mutagenesis_0_GtoC	enhancer_mutagenesis_0_GtoC	5013	6643	2147	11257	8916	16113
P500_enhancer_mutagenesis_0_GtoA	enhancer_mutagenesis_0_GtoA	3430	4213	686	4744	2469	2796
P501_enhancer_mutagenesis_0_GtoT	enhancer_mutagenesis_0_GtoT	7713	9623	2678	8661	10221	5994
P502_enhancer_mutagenesis_0_GtoC	enhancer_mutagenesis_0_GtoC	1430	1994	301	6156	1679	1326
P503_enhancer_mutagenesis_0_GtoA	enhancer_mutagenesis_0_GtoA	3104	3074	1448	3401	2963	3102
P504_enhancer_mutagenesis_0_GtoT	enhancer_mutagenesis_0_GtoT	3091	3679	1795	7934	7592	1900
P505_enhancer_mutagenesis_0_GtoC	enhancer_mutagenesis_0_GtoC	1746	1812	663	2501	2398	1232
P506_enhancer_mutagenesis_1_GtoA	enhancer_mutagenesis_1_GtoA	2060	5379	544	3463	5385	4274
P507_enhancer_mutagenesis_1_GtoT	enhancer_mutagenesis_1_GtoT	3793	6237	978	7647	3436	4257
P508_enhancer_mutagenesis_1_GtoC	enhancer_mutagenesis_1_GtoC	3121	3780	1743	8160	3700	4769
P509_enhancer_mutagenesis_1_GtoA	enhancer_mutagenesis_1_GtoA	2967	7178	1765	4753	6221	3772
P510_enhancer_mutagenesis_1_GtoT	enhancer_mutagenesis_1_GtoT	2062	3068	594	3346	2417	2945
P511_enhancer_mutagenesis_1_GtoC	enhancer_mutagenesis_1_GtoC	3903	5916	771	6982	2667	3450
P512_enhancer_mutagenesis_1_GtoA	enhancer_mutagenesis_1_GtoA	539	493	485	365	1944	157
P513_enhancer_mutagenesis_1_GtoT	enhancer_mutagenesis_1_GtoT	484	1238	354	956	1431	1204
P514_enhancer_mutagenesis_1_GtoC	enhancer_mutagenesis_1_GtoC	2675	882	195	1198	1101	622
P515_enhancer_mutagenesis_2_CtoA	enhancer_mutagenesis_2_CtoA	1336	2844	638	6866	1001	4825
P516_enhancer_mutagenesis_2_CtoT	enhancer_mutagenesis_2_CtoT	4811	7099	1353	8672	5332	4038
P517_enhancer_mutagenesis_2_CtoG	enhancer_mutagenesis_2_CtoG	1514	2304	1022	3133	3726	4054
P518_enhancer_mutagenesis_2_CtoA	enhancer_mutagenesis_2_CtoA	2189	3532	1514	4523	3357	1668
P519_enhancer_mutagenesis_2_CtoT	enhancer_mutagenesis_2_CtoT	554	1261	391	1123	2229	846
P520_enhancer_mutagenesis_2_CtoG	enhancer_mutagenesis_2_CtoG	3207	4317	594	3297	2864	5182
P521_enhancer_mutagenesis_2_CtoA	enhancer_mutagenesis_2_CtoA	3683	5585	1100	5288	4354	4106
P522_enhancer_mutagenesis_2_CtoT	enhancer_mutagenesis_2_CtoT	1510	3164	400	1640	1348	1879
P523_enhancer_mutagenesis_2_CtoG	enhancer_mutagenesis_2_CtoG	865	1547	535	2948	1840	1143
P524_enhancer_mutagenesis_3_AtoT	enhancer_mutagenesis_3_AtoT	3350	6765	1541	12070	4699	6665
P525_enhancer_mutagenesis_3_AtoC	enhancer_mutagenesis_3_AtoC	4034	6420	405	6714	4337	5014
P526_enhancer_mutagenesis_3_AtoG	enhancer_mutagenesis_3_AtoG	8373	9403	1907	11212	8036	9203
P527_enhancer_mutagenesis_3_AtoT	enhancer_mutagenesis_3_AtoT	1668	3640	933	3247	2849	1313
P528_enhancer_mutagenesis_3_AtoC	enhancer_mutagenesis_3_AtoC	523	1486	756	2061	688	1153
P529_enhancer_mutagenesis_3_AtoG	enhancer_mutagenesis_3_AtoG	1015	2270	1019	2759	1581	1627
P530_enhancer_mutagenesis_3_AtoT	enhancer_mutagenesis_3_AtoT	5524	7012	1711	5608	4535	8518
P531_enhancer_mutagenesis_3_AtoC	enhancer_mutagenesis_3_AtoC	3455	5987	1617	4273	2333	2297
P532_enhancer_mutagenesis_3_AtoG	enhancer_mutagenesis_3_AtoG	1630	3026	775	3837	1879	2758
P533_enhancer_mutagenesis_4_AtoT	enhancer_mutagenesis_4_AtoT	1908	3483	1423	6862	4061	2868
P534_enhancer_mutagenesis_4_AtoC	enhancer_mutagenesis_4_AtoC	2513	2401	554	3815	2165	1628
P535_enhancer_mutagenesis_4_AtoG	enhancer_mutagenesis_4_AtoG	4477	8696	1057	12521	8292	5885
P536_enhancer_mutagenesis_4_AtoT	enhancer_mutagenesis_4_AtoT	789	1628	580	2196	1579	934
P537_enhancer_mutagenesis_4_AtoC	enhancer_mutagenesis_4_AtoC	1852	1557	574	1707	3470	1199
P538_enhancer_mutagenesis_4_AtoG	enhancer_mutagenesis_4_AtoG	920	2421	509	3217	1899	2941
P539_enhancer_mutagenesis_4_AtoT	enhancer_mutagenesis_4_AtoT	1386	3000	367	6009	5712	2288
P540_enhancer_mutagenesis_4_AtoC	enhancer_mutagenesis_4_AtoC	5471	3233	408	4892	1640	1421
P541_enhancer_mutagenesis_4_AtoG	enhancer_mutagenesis_4_AtoG	220	867	47	302	68	1089
P542_enhancer_mutagenesis_5_GtoA	enhancer_mutagenesis_5_GtoA	1252	1734	885	2005	2064	636
P543_enhancer_mutagenesis_5_GtoT	enhancer_mutagenesis_5_GtoT	264	368	83	353	324	222
P544_enhancer_mutagenesis_5_GtoC	enhancer_mutagenesis_5_GtoC	1674	3858	655	874	1707	426
P545_enhancer_mutagenesis_5_GtoA	enhancer_mutagenesis_5_GtoA	172	764	57	1721	1300	399
P546_enhancer_mutagenesis_5_GtoT	enhancer_mutagenesis_5_GtoT	611	589	227	1130	1182	3833
P547_enhancer_mutagenesis_5_GtoC	enhancer_mutagenesis_5_GtoC	4088	7831	2710	10042	8714	10818
P548_enhancer_mutagenesis_5_GtoA	enhancer_mutagenesis_5_GtoA	861	1072	537	2012	955	488
P549_enhancer_mutagenesis_5_GtoT	enhancer_mutagenesis_5_GtoT	5851	6803	1324	9330	4123	4572
P550_enhancer_mutagenesis_5_GtoC	enhancer_mutagenesis_5_GtoC	3443	6143	881	4220	3338	3171
P551_enhancer_mutagenesis_6_GtoA	enhancer_mutagenesis_6_GtoA	1156	2187	365	1652	3050	1158
P552_enhancer_mutagenesis_6_GtoT	enhancer_mutagenesis_6_GtoT	541	524	60	704	387	207
P553_enhancer_mutagenesis_6_GtoC	enhancer_mutagenesis_6_GtoC	1049	2319	699	2536	906	1658
P554_enhancer_mutagenesis_6_GtoA	enhancer_mutagenesis_6_GtoA	2802	7158	1141	7869	3275	3428
P555_enhancer_mutagenesis_6_GtoT	enhancer_mutagenesis_6_GtoT	1904	3238	2310	5216	4261	2727
P556_enhancer_mutagenesis_6_GtoC	enhancer_mutagenesis_6_GtoC	1688	2840	675	4818	3717	2903
P557_enhancer_mutagenesis_6_GtoA	enhancer_mutagenesis_6_GtoA	1759	3673	569	4578	2620	1720
P558_enhancer_mutagenesis_6_GtoT	enhancer_mutagenesis_6_GtoT	2239	3808	432	7450	1058	3100
P559_enhancer_mutagenesis_6_GtoC	enhancer_mutagenesis_6_GtoC	3027	3389	593	4305	3435	2434
P560_enhancer_mutagenesis_7_TtoA	enhancer_mutagenesis_7_TtoA	1879	3258	447	1605	2632	1547
P561_enhancer_mutagenesis_7_TtoC	enhancer_mutagenesis_7_TtoC	4605	6328	900	4117	2838	2619
P562_enhancer_mutagenesis_7_TtoG	enhancer_mutagenesis_7_TtoG	4402	5673	820	8150	3205	2861
P563_enhancer_mutagenesis_7_TtoA	enhancer_mutagenesis_7_TtoA	4033	8765	1106	11593	6263	12748
P564_enhancer_mutagenesis_7_TtoC	enhancer_mutagenesis_7_TtoC	4394	4864	689	6677	4276	4795
P565_enhancer_mutagenesis_7_TtoG	enhancer_mutagenesis_7_TtoG	6936	11085	1774	15204	11440	14698
P566_enhancer_mutagenesis_7_TtoA	enhancer_mutagenesis_7_TtoA	1345	1452	361	3815	1198	1547
P567_enhancer_mutagenesis_7_TtoC	enhancer_mutagenesis_7_TtoC	3399	5806	842	5902	3094	6879
P568_enhancer_mutagenesis_7_TtoG	enhancer_mutagenesis_7_TtoG	2687	5068	1119	8084	3745	3004
P569_enhancer_mutagenesis_8_AtoT	enhancer_mutagenesis_8_AtoT	281	1425	126	1149	399	457
P570_enhancer_mutagenesis_8_AtoC	enhancer_mutagenesis_8_AtoC	1725	3400	748	5564	3320	3405
P571_enhancer_mutagenesis_8_AtoG	enhancer_mutagenesis_8_AtoG	2666	4216	1578	5083	9491	2325
P572_enhancer_mutagenesis_8_AtoT	enhancer_mutagenesis_8_AtoT	1936	2937	601	4436	5896	3083
P573_enhancer_mutagenesis_8_AtoC	enhancer_mutagenesis_8_AtoC	2090	6952	587	5272	5876	4168
P574_enhancer_mutagenesis_8_AtoG	enhancer_mutagenesis_8_AtoG	7277	5011	1790	8408	2342	5429
P575_enhancer_mutagenesis_8_AtoT	enhancer_mutagenesis_8_AtoT	2307	2429	382	3146	1501	1537
P576_enhancer_mutagenesis_8_AtoC	enhancer_mutagenesis_8_AtoC	4992	6647	759	7342	5949	3496
P577_enhancer_mutagenesis_8_AtoG	enhancer_mutagenesis_8_AtoG	2944	3463	689	1394	2454	1665
P578_enhancer_mutagenesis_9_CtoA	enhancer_mutagenesis_9_CtoA	2312	3455	472	9343	2743	3168
P579_enhancer_mutagenesis_9_CtoT	enhancer_mutagenesis_9_CtoT	2625	5672	727	7020	5808	6095
P580_enhancer_mutagenesis_9_CtoG	enhancer_mutagenesis_9_CtoG	3545	4263	727	3186	2635	1482
P581_enhancer_mutagenesis_9_CtoA	enhancer_mutagenesis_9_CtoA	1810	2004	387	3765	3794	1553
P582_enhancer_mutagenesis_9_CtoT	enhancer_mutagenesis_9_CtoT	35418	9124	1211	8986	5980	8608
P583_enhancer_mutagenesis_9_CtoG	enhancer_mutagenesis_9_CtoG	5085	925	801	1420	4278	952
P584_enhancer_mutagenesis_9_CtoA	enhancer_mutagenesis_9_CtoA	6709	7401	1234	9044	5123	4555
P585_enhancer_mutagenesis_9_CtoT	enhancer_mutagenesis_9_CtoT	4446	3175	1408	5318	2481	4369
P586_enhancer_mutagenesis_9_CtoG	enhancer_mutagenesis_9_CtoG	2388	4916	900	4061	3482	2627
P587_enhancer_mutagenesis_10_CtoA	enhancer_mutagenesis_10_CtoA	558	1128	376	2119	2260	4034
P588_enhancer_mutagenesis_10_CtoT	enhancer_mutagenesis_10_CtoT	1775	3361	178	3211	6005	1502
P589_enhancer_mutagenesis_10_CtoG	enhancer_mutagenesis_10_CtoG	1581	3761	550	5375	2713	4267
P590_enhancer_mutagenesis_10_CtoA	enhancer_mutagenesis_10_CtoA	2576	2854	1116	2130	1648	2824
P591_enhancer_mutagenesis_10_CtoT	enhancer_mutagenesis_10_CtoT	2673	3435	394	3126	1640	2011
P592_enhancer_mutagenesis_10_CtoG	enhancer_mutagenesis_10_CtoG	1894	3700	1052	3642	2894	1651
P593_enhancer_mutagenesis_10_CtoA	enhancer_mutagenesis_10_CtoA	4956	9731	1241	13846	9892	7077
P594_enhancer_mutagenesis_10_CtoT	enhancer_mutagenesis_10_CtoT	4616	8358	2437	5991	4852	4179
